# FIT DURATION: 0.015
# RUN   PULSE	P FREQ	     PF FREQ	      PF - P
8	    1	    9685.102	 9684.97286	      -0.1294
8	    2	    9685.043	 9685.00870	      -0.0347
8	    3	    9684.955	 9685.09270	      0.1374
8	    4	    9685.323	 9685.44447	      0.1219
8	    6	    9685.296	 9685.16010	      -0.1363
8	    7	    9684.835	 9685.10624	      0.2708
8	    8	    9685.430	 9685.43199	      0.0016
8	    9	    9685.061	 9684.82258	      -0.2386
8	    11	    9685.150	 9684.84221	      -0.3083
8	    12	    9685.512	 9685.66327	      0.1512
8	    13	    9685.314	 9685.30769	      -0.0062
8	    14	    9684.928	 9684.94374	      0.0160
8	    16	    9684.766	 9684.60247	      -0.1639
8	    17	    9684.834	 9684.75417	      -0.0798
8	    18	    9685.014	 9685.08723	      0.0730
8	    19	    9685.204	 9684.98813	      -0.2155
8	    21	    9684.672	 9684.94956	      0.2779
8	    22	    9685.318	 9685.09775	      -0.2205
8	    23	    9684.821	 9685.05039	      0.2295
8	    24	    9684.696	 9684.91310	      0.2172
8	    26	    9685.128	 9685.14051	      0.0129
8	    27	    9685.699	 9685.39377	      -0.3057
8	    28	    9684.875	 9685.18121	      0.3059
8	    29	    9685.128	 9684.96385	      -0.1638
8	    31	    9685.155	 9684.88972	      -0.2650
8	    32	    9685.116	 9684.85773	      -0.2581
8	    33	    9684.999	 9684.84155	      -0.1579
8	    34	    9685.131	 9685.00382	      -0.1269
8	    36	    9685.212	 9685.40546	      0.1934
8	    37	    9685.140	 9684.95899	      -0.1809
8	    38	    9684.988	 9685.15159	      0.1639
8	    39	    9685.007	 9684.78017	      -0.2271
8	    41	    9685.059	 9684.75866	      -0.3000
8	    42	    9685.427	 9685.20962	      -0.2171
8	    43	    9684.767	 9684.90288	      0.1357
8	    44	    9684.970	 9684.86809	      -0.1016
8	    46	    9685.460	 9685.28824	      -0.1720
8	    47	    9684.915	 9685.05893	      0.1437
8	    48	    9685.383	 9685.40031	      0.0170
8	    49	    9684.932	 9684.99573	      0.0642
8	    51	    9684.873	 9684.93369	      0.0612
8	    52	    9685.458	 9685.38551	      -0.0726
8	    53	    9685.116	 9685.12852	      0.0126
8	    54	    9685.195	 9685.07338	      -0.1221
8	    56	    9685.049	 9685.04264	      -0.0063
8	    57	    9685.049	 9685.07886	      0.0298
8	    58	    9685.139	 9685.26513	      0.1266
8	    59	    9684.982	 9685.08085	      0.0989
8	    61	    9685.408	 9685.36803	      -0.0403
8	    62	    9685.267	 9685.28145	      0.0140
8	    63	    9685.485	 9685.72881	      0.2436
8	    64	    9685.029	 9685.17245	      0.1439
8	    66	    9685.012	 9684.83774	      -0.1746
8	    67	    9685.231	 9685.30054	      0.0691
8	    68	    9684.677	 9684.68862	      0.0119
8	    69	    9685.327	 9685.19938	      -0.1274
#8	    71	    9701.348	 8242.26343	      -1459.0843
8	    72	    9685.258	 9685.45764	      0.1992
8	    73	    9685.540	 9685.36487	      -0.1750
8	    74	    9685.049	 9684.96027	      -0.0886
8	    76	    9685.227	 9684.97847	      -0.2488
8	    77	    9685.622	 9685.20911	      -0.4126
8	    78	    9684.989	 9684.83947	      -0.1500
8	    79	    9685.556	 9685.65496	      0.0988
8	    81	    9685.221	 9685.06505	      -0.1560
8	    82	    9685.005	 9684.86957	      -0.1353
8	    83	    9684.962	 9684.97059	      0.0084
8	    84	    9685.345	 9684.96312	      -0.3816
8	    86	    9685.426	 9685.60444	      0.1788
8	    87	    9685.437	 9685.22377	      -0.2130
8	    88	    9685.582	 9685.31349	      -0.2681
8	    89	    9685.547	 9685.22275	      -0.3246
8	    91	    9685.103	 9685.39033	      0.2870
8	    92	    9684.888	 9684.78460	      -0.1035
8	    93	    9685.049	 9684.83330	      -0.2156
8	    94	    9685.094	 9684.87649	      -0.2175
8	    96	    9685.013	 9684.86822	      -0.1449
8	    97	    9685.471	 9685.43675	      -0.0341
8	    98	    9685.238	 9685.23905	      0.0014
8	    99	    9685.347	 9685.05684	      -0.2902
8	    101	    9685.149	 9685.11793	      -0.0309
8	    102	    9685.046	 9684.71999	      -0.3256
8	    103	    9685.153	 9685.07898	      -0.0737
8	    104	    9685.113	 9685.30451	      0.1915
8	    106	    9685.147	 9684.83236	      -0.3146
8	    107	    9685.069	 9685.38747	      0.3187
8	    108	    9684.965	 9684.97373	      0.0085
8	    109	    9684.942	 9685.02162	      0.0796
#8	    111	    10557.234	 10013.63939     	 -543.5951
8	    112	    9685.257	 9684.89620	      -0.3611
8	    113	    9685.145	 9685.40944	      0.2642
8	    114	    9685.014	 9685.04708	      0.0328
8	    116	    9684.975	 9684.95422	      -0.0212
8	    117	    9685.174	 9685.22921	      0.0552
8	    118	    9684.782	 9684.88988	      0.1083
8	    119	    9685.138	 9685.30094	      0.1633
8	    121	    9685.567	 9685.62344	      0.0562
8	    122	    9684.970	 9684.61655	      -0.3539
8	    123	    9685.080	 9685.10868	      0.0283
8	    124	    9684.899	 9685.04714	      0.1486
8	    126	    9684.920	 9684.75920	      -0.1606
8	    127	    9685.195	 9685.29708	      0.1024
8	    128	    9685.399	 9685.09640	      -0.3024
8	    129	    9684.693	 9685.17492	      0.4823
8	    131	    9685.150	 9684.78377	      -0.3660
8	    132	    9685.475	 9685.23831	      -0.2371
8	    133	    9685.270	 9685.26512	      -0.0047
8	    134	    9684.947	 9685.03099	      0.0838
8	    136	    9684.959	 9685.02578	      0.0669
8	    137	    9685.239	 9685.29967	      0.0611
8	    138	    9684.927	 9685.08270	      0.1557
8	    139	    9684.750	 9684.89475	      0.1452
8	    141	    9684.843	 9685.21566	      0.3724
8	    142	    9684.869	 9685.03985	      0.1711
8	    143	    9684.856	 9684.74432	      -0.1120
8	    144	    9685.477	 9685.39405	      -0.0834
8	    146	    9685.338	 9685.15977	      -0.1783
8	    147	    9685.173	 9685.09541	      -0.0778
8	    148	    9685.193	 9685.17362	      -0.0199
8	    149	    9684.959	 9684.91501	      -0.0439
#8	    151	    10628.908	 10956.00157     	 327.0934
8	    152	    9685.314	 9685.30390	      -0.0104
8	    153	    9685.570	 9685.51871	      -0.0514
8	    154	    9685.444	 9685.11756	      -0.3261
8	    156	    9684.955	 9685.38717	      0.4321
8	    157	    9685.390	 9685.34906	      -0.0407
8	    158	    9684.939	 9684.82133	      -0.1178
8	    159	    9685.237	 9685.37824	      0.1417
8	    161	    9685.434	 9685.26678	      -0.1676
8	    162	    9685.227	 9685.08530	      -0.1414
8	    163	    9685.106	 9685.28241	      0.1768
8	    164	    9685.227	 9685.51704	      0.2900
8	    166	    9684.939	 9685.02632	      0.0870
8	    167	    9685.037	 9684.85511	      -0.1817
8	    168	    9684.871	 9685.04490	      0.1740
8	    169	    9685.071	 9684.94820	      -0.1225
8	    171	    9685.488	 9685.25567	      -0.2326
8	    172	    9684.832	 9685.15578	      0.3242
8	    173	    9685.464	 9685.35468	      -0.1095
8	    174	    9685.056	 9684.83219	      -0.2239
8	    176	    9685.281	 9685.46474	      0.1836
8	    177	    9685.083	 9684.92622	      -0.1565
8	    178	    9685.119	 9684.94177	      -0.1768
8	    179	    9685.502	 9685.12745	      -0.3749
8	    181	    9685.388	 9685.49227	      0.1039
8	    182	    9685.085	 9684.87617	      -0.2089
8	    183	    9685.674	 9685.59051	      -0.0835
8	    184	    9684.710	 9684.65592	      -0.0539
8	    186	    9684.838	 9684.99672	      0.1587
8	    187	    9685.112	 9685.30493	      0.1927
8	    188	    9685.207	 9684.85373	      -0.3537
8	    189	    9685.327	 9685.40785	      0.0809
#8	    191	    9571.404	 7063.01421	      -2508.3899
8	    192	    9685.535	 9685.36690	      -0.1680
8	    193	    9684.894	 9685.08898	      0.1951
8	    194	    9685.093	 9685.06717	      -0.0262
8	    196	    9685.125	 9685.22178	      0.0967
8	    197	    9684.628	 9684.84865	      0.2208
8	    198	    9685.189	 9685.48409	      0.2954
8	    199	    9684.958	 9685.00676	      0.0486
