# FIT DURATION: 0.005
# RUN	 PULSE	 FULL FIT FREQ	 FULL FIT CHISQ	 FULL FIT RMS	 NOISE		 PHASE FREQ	 PHASE - FULL	 PHASE-FILT FREQ	 PHASE-FILT - FULL
8	 53	 9686.540	 1.27101	 2.5877e-03	 2.2953e-03	 9688.02624	 1.48583	 9686.22525		 -0.31517
8	 54	 9685.275	 1.30368	 2.5867e-03	 2.2655e-03	 9686.16792	 0.89260	 9685.21984		 -0.05548
8	 56	 9685.653	 1.30725	 2.6258e-03	 2.2966e-03	 9686.68489	 1.03224	 9685.47181		 -0.18084
8	 57	 9686.440	 1.24051	 2.5848e-03	 2.3207e-03	 9688.05009	 1.61047	 9686.20879		 -0.23082
8	 58	 9685.984	 1.21994	 2.6021e-03	 2.3559e-03	 9687.31169	 1.32765	 9686.30137		 0.31733
8	 59	 9686.095	 1.30197	 2.5832e-03	 2.2639e-03	 9686.97361	 0.87882	 9685.75710		 -0.33769
8	 61	 9686.803	 1.32881	 2.6022e-03	 2.2574e-03	 9687.75860	 0.95517	 9686.17497		 -0.62847
8	 62	 9686.471	 1.38573	 2.6225e-03	 2.2278e-03	 9686.93906	 0.46781	 9685.74827		 -0.72298
8	 63	 9687.520	 1.31370	 2.5625e-03	 2.2357e-03	 9687.70178	 0.18128	 9687.00277		 -0.51773
8	 64	 9685.514	 1.29445	 2.5594e-03	 2.2495e-03	 9686.94199	 1.42764	 9685.76318		 0.24883
8	 66	 9686.552	 1.08868	 2.4519e-03	 2.3499e-03	 9687.70568	 1.15358	 9686.33881		 -0.21330
8	 67	 9687.141	 1.26449	 2.5104e-03	 2.2325e-03	 9687.48561	 0.34480	 9686.67372		 -0.46710
8	 68	 9685.500	 1.25510	 2.5986e-03	 2.3196e-03	 9686.19529	 0.69514	 9685.15863		 -0.34153
8	 69	 9686.525	 1.37499	 2.6863e-03	 2.2909e-03	 9690.00161	 3.47679	 9685.91999		 -0.60483
#8	 71	 9683.674	 3.85105	 2.2935e-03	 1.1687e-03	 9714.19409	 30.51988	 9688.69766		 5.02345
8	 72	 9687.033	 1.42421	 2.7347e-03	 2.2915e-03	 9689.62974	 2.59702	 9686.60650		 -0.42622
8	 73	 9686.168	 1.31021	 2.6583e-03	 2.3224e-03	 9687.13764	 0.96981	 9686.24426		 0.07644
8	 74	 9685.941	 1.55666	 2.8336e-03	 2.2711e-03	 9686.43159	 0.49023	 9685.35916		 -0.58220
8	 76	 9687.191	 1.36593	 2.6601e-03	 2.2761e-03	 9691.92514	 4.73403	 9686.86409		 -0.32703
8	 77	 9686.541	 1.24156	 2.5474e-03	 2.2862e-03	 9687.66679	 1.12591	 9686.29308		 -0.24780
8	 78	 9685.749	 1.16333	 2.5119e-03	 2.3289e-03	 9686.79304	 1.04389	 9686.15552		 0.40637
8	 79	 9686.686	 1.12416	 2.4960e-03	 2.3541e-03	 9687.96985	 1.28411	 9687.06924		 0.38351
8	 81	 9686.888	 1.36668	 2.6275e-03	 2.2476e-03	 9687.37304	 0.48548	 9686.35648		 -0.53108
8	 82	 9686.388	 1.33447	 2.6374e-03	 2.2831e-03	 9687.15872	 0.77099	 9686.11270		 -0.27503
8	 83	 9686.315	 1.42263	 2.6761e-03	 2.2437e-03	 9687.54991	 1.23514	 9686.08901		 -0.22577
8	 84	 9686.481	 1.29387	 2.5519e-03	 2.2435e-03	 9686.97267	 0.49145	 9686.18018		 -0.30104
8	 86	 9686.705	 1.26628	 2.5974e-03	 2.3082e-03	 9687.49017	 0.78558	 9686.27070		 -0.43390
8	 87	 9686.994	 1.35655	 2.6282e-03	 2.2565e-03	 9688.80286	 1.80852	 9686.80796		 -0.18638
8	 88	 9686.849	 1.36013	 2.6580e-03	 2.2791e-03	 9687.88372	 1.03469	 9686.73890		 -0.11013
8	 89	 9686.191	 1.29524	 2.6013e-03	 2.2856e-03	 9687.07682	 0.88546	 9685.98650		 -0.20486
8	 91	 9686.468	 1.25625	 2.5809e-03	 2.3027e-03	 9687.98601	 1.51841	 9685.99019		 -0.47740
8	 92	 9685.703	 1.39388	 2.6861e-03	 2.2751e-03	 9687.87522	 2.17200	 9685.40804		 -0.29518
8	 93	 9685.212	 1.35793	 2.6162e-03	 2.2451e-03	 9687.34064	 2.12852	 9685.24870		 0.03658
8	 94	 9686.871	 1.20828	 2.5800e-03	 2.3471e-03	 9687.62638	 0.75566	 9686.86466		 -0.00606
8	 96	 9685.684	 1.33107	 2.6142e-03	 2.2659e-03	 9686.74132	 1.05762	 9685.59220		 -0.09149
8	 97	 9686.903	 1.42278	 2.7336e-03	 2.2918e-03	 9687.58193	 0.67927	 9686.43212		 -0.47054
8	 98	 9686.395	 1.17674	 2.5186e-03	 2.3217e-03	 9687.86757	 1.47230	 9686.15034		 -0.24493
8	 99	 9686.888	 1.36077	 2.6511e-03	 2.2726e-03	 9690.68216	 3.79423	 9686.33380		 -0.55413
