# FIT DURATION: 0.015
# RUN	 PULSE	 FULL FIT FREQ	 FULL FIT CHISQ	 FULL FIT RMS	 NOISE		 PHASE FREQ	 PHASE - FULL	 PHASE-FILT FREQ	 PHASE-FILT - FULL
8	 82	 9685.449	 1.20631	 2.5076e-03	 2.2831e-03	 9684.84198	 -0.60690	 9685.25689		 -0.19198
8	 83	 9685.434	 1.24674	 2.5052e-03	 2.2437e-03	 9685.30378	 -0.13009	 9685.62307		 0.18920
8	 84	 9685.502	 1.16600	 2.4225e-03	 2.2435e-03	 9685.62141	 0.11981	 9685.44610		 -0.05551
8	 86	 9685.918	 1.13268	 2.4565e-03	 2.3082e-03	 9686.13520	 0.21686	 9685.84770		 -0.07064
8	 87	 9685.830	 1.24753	 2.5204e-03	 2.2565e-03	 9685.96567	 0.13552	 9685.45145		 -0.37870
8	 88	 9685.701	 1.18081	 2.4766e-03	 2.2791e-03	 9686.02728	 0.32590	 9685.62692		 -0.07446
8	 89	 9685.762	 1.15721	 2.4587e-03	 2.2856e-03	 9685.91109	 0.14895	 9685.83898		 0.07684
8	 91	 9685.603	 1.11507	 2.4316e-03	 2.3027e-03	 9685.27048	 -0.33288	 9685.70578		 0.10242
8	 92	 9685.264	 1.20450	 2.4969e-03	 2.2751e-03	 9685.43962	 0.17541	 9685.24154		 -0.02267
8	 93	 9685.210	 1.20924	 2.4688e-03	 2.2451e-03	 9685.49947	 0.28907	 9685.35927		 0.14888
8	 94	 9685.476	 1.12389	 2.4882e-03	 2.3471e-03	 9685.39858	 -0.07706	 9685.12596		 -0.34968
8	 96	 9685.358	 1.20340	 2.4857e-03	 2.2659e-03	 9685.16722	 -0.19104	 9685.16505		 -0.19321
8	 97	 9685.736	 1.21386	 2.5250e-03	 2.2918e-03	 9684.83912	 -0.89652	 9685.63155		 -0.10409
8	 98	 9685.596	 1.13725	 2.4759e-03	 2.3217e-03	 9685.71526	 0.11953	 9685.43612		 -0.15961
8	 99	 9685.640	 1.19143	 2.4806e-03	 2.2726e-03	 9686.16162	 0.52141	 9685.46363		 -0.17658
