FIT DURATION	FF FREQ		FF STD		FF CHISQ	P FREQ		P FREQ STD	P - FF FREQ	P - FF STD	PF FREQ		PF FREQ STD	PF - FF		PF - FF STD 
7e-3		9685.5458	0.3468		1.3146		9686.1817	0.5636		0.6360		0.4413		9685.2485	0.3167		-0.2972		0.2042
9e-3		9685.4541	0.2641		1.3066		9685.9678	0.4312		0.5136		0.3023		9685.5848	0.3003		0.1306		0.1822
11e-3		9685.4614	0.2511		1.2598		9685.7893	0.4473		0.3279		0.3219		9685.5909	0.2737		0.1295		0.1520
13e-3		9685.4990	0.2373		1.2101		9685.6897	0.3696		0.1907		0.2912		9685.5647	0.3131		0.0656		0.2001
15e-3		9685.4831	0.2255		1.1777		9685.5420	0.3938		0.0589		0.3282		9685.4621	0.2978		-0.0211		0.2073
17e-3		9685.4897	0.2105		1.1532		9685.6113	0.4014		0.1216		0.3877		9685.6130	0.2876		0.1233		0.2755
19e-3		9685.5234	0.2067		1.1320		9686.1946	1.2580		0.6712		1.1857		9686.1140	0.4798		0.5906		0.4399
