# FIT DURATION: 0.007
# RUN	 PULSE	 FULL FIT FREQ	 FULL FIT CHISQ	 FULL FIT RMS	 NOISE		 PHASE FREQ	 PHASE - FULL	 PHASE-FILT FREQ	 PHASE-FILT - FULL
8	 31	 9685.564	 1.34080	 2.6524e-03	 2.2907e-03	 9686.24079	 0.67681	 9685.30439		 -0.25959
8	 32	 9685.645	 1.32889	 2.6450e-03	 2.2944e-03	 9687.09605	 1.45142	 9685.18238		 -0.46226
8	 33	 9685.417	 1.28536	 2.5789e-03	 2.2747e-03	 9686.39610	 0.97954	 9685.38745		 -0.02911
8	 34	 9685.329	 1.31223	 2.5782e-03	 2.2507e-03	 9686.32856	 0.99973	 9685.32550		 -0.00334
8	 36	 9685.616	 1.28913	 2.6061e-03	 2.2953e-03	 9686.22041	 0.60421	 9685.25591		 -0.36029
8	 37	 9685.612	 1.36945	 2.6219e-03	 2.2405e-03	 9686.45305	 0.84118	 9685.22801		 -0.38386
8	 38	 9685.459	 1.34484	 2.6246e-03	 2.2633e-03	 9685.73414	 0.27550	 9685.09751		 -0.36113
8	 39	 9685.843	 1.33987	 2.6617e-03	 2.2995e-03	 9686.02659	 0.18351	 9685.27403		 -0.56906
8	 41	 9685.436	 1.29242	 2.6184e-03	 2.3032e-03	 9686.54347	 1.10769	 9685.19723		 -0.23855
8	 42	 9685.981	 1.20941	 2.5657e-03	 2.3330e-03	 9686.34188	 0.36049	 9685.56747		 -0.41393
8	 43	 9685.276	 1.28678	 2.5496e-03	 2.2476e-03	 9685.21235	 -0.06352	 9684.50534		 -0.77053
8	 44	 9685.395	 1.39241	 2.6750e-03	 2.2670e-03	 9685.58002	 0.18456	 9685.07133		 -0.32412
8	 46	 9686.158	 1.41448	 2.6143e-03	 2.1981e-03	 9686.67673	 0.51922	 9685.73972		 -0.41779
8	 47	 9686.136	 1.37797	 2.6488e-03	 2.2565e-03	 9686.60088	 0.46529	 9685.75087		 -0.38472
8	 48	 9685.234	 1.41260	 2.6753e-03	 2.2509e-03	 9685.92351	 0.69000	 9684.98991		 -0.24361
8	 49	 9684.989	 1.27440	 2.6389e-03	 2.3376e-03	 9685.69792	 0.70941	 9684.59964		 -0.38888
8	 51	 9685.459	 1.35767	 2.6422e-03	 2.2676e-03	 9685.95846	 0.49918	 9685.00599		 -0.45328
8	 52	 9685.924	 1.33404	 2.6205e-03	 2.2688e-03	 9686.46832	 0.54391	 9685.64271		 -0.28170
8	 53	 9685.696	 1.41916	 2.7344e-03	 2.2953e-03	 9686.63345	 0.93781	 9685.48470		 -0.21094
8	 54	 9685.229	 1.25521	 2.5382e-03	 2.2655e-03	 9686.12810	 0.89875	 9685.19556		 -0.03379
8	 56	 9685.000	 1.29112	 2.6096e-03	 2.2966e-03	 9685.79124	 0.79168	 9684.97769		 -0.02187
8	 57	 9685.404	 1.27621	 2.6217e-03	 2.3207e-03	 9686.23678	 0.83326	 9685.24219		 -0.16133
8	 58	 9685.601	 1.19601	 2.5764e-03	 2.3559e-03	 9685.82944	 0.22843	 9685.58609		 -0.01492
8	 59	 9685.209	 1.31239	 2.5935e-03	 2.2639e-03	 9685.55665	 0.34815	 9684.94741		 -0.26109
8	 61	 9685.828	 1.34164	 2.6147e-03	 2.2574e-03	 9686.98331	 1.15552	 9685.38502		 -0.44277
8	 62	 9685.705	 1.34827	 2.5868e-03	 2.2278e-03	 9685.87835	 0.17342	 9685.58723		 -0.11770
8	 63	 9686.265	 1.32291	 2.5714e-03	 2.2357e-03	 9686.33507	 0.06996	 9685.73707		 -0.52805
8	 64	 9685.191	 1.28253	 2.5476e-03	 2.2495e-03	 9685.82523	 0.63393	 9685.24353		 0.05223
8	 66	 9685.487	 1.17844	 2.5509e-03	 2.3499e-03	 9686.24790	 0.76069	 9685.22466		 -0.26256
8	 67	 9685.990	 1.27884	 2.5246e-03	 2.2325e-03	 9686.49779	 0.50769	 9685.49382		 -0.49628
8	 68	 9685.012	 1.20241	 2.5435e-03	 2.3196e-03	 9685.73409	 0.72177	 9684.60479		 -0.40753
8	 69	 9685.727	 1.54587	 2.8483e-03	 2.2909e-03	 9687.70960	 1.98296	 9685.35833		 -0.36832
#8	 71	 9685.549	 3.67146	 2.2393e-03	 1.1687e-03	 9693.36028	 7.81093	 9523.06801		 -162.48134
8	 72	 9685.650	 1.41324	 2.7242e-03	 2.2915e-03	 9686.88656	 1.23704	 9685.35067		 -0.29885
8	 73	 9685.571	 1.34893	 2.6973e-03	 2.3224e-03	 9686.21676	 0.64607	 9685.15564		 -0.41505
8	 74	 9685.404	 1.38670	 2.6744e-03	 2.2711e-03	 9686.23505	 0.83142	 9685.56967		 0.16604
8	 76	 9686.061	 1.35882	 2.6532e-03	 2.2761e-03	 9687.91564	 1.85466	 9685.49214		 -0.56884
8	 77	 9685.867	 1.25207	 2.5582e-03	 2.2862e-03	 9686.81786	 0.95088	 9685.52567		 -0.34131
8	 78	 9685.281	 1.16012	 2.5084e-03	 2.3289e-03	 9685.98187	 0.70111	 9684.90022		 -0.38054
8	 79	 9685.644	 1.22089	 2.6012e-03	 2.3541e-03	 9686.45628	 0.81215	 9685.27994		 -0.36418
8	 81	 9685.558	 1.38735	 2.6473e-03	 2.2476e-03	 9685.50329	 -0.05504	 9685.22871		 -0.32962
8	 82	 9685.286	 1.34081	 2.6437e-03	 2.2831e-03	 9685.77176	 0.48591	 9684.86853		 -0.41732
8	 83	 9685.682	 1.37737	 2.6332e-03	 2.2437e-03	 9686.09035	 0.40838	 9685.52454		 -0.15743
8	 84	 9685.600	 1.32018	 2.5777e-03	 2.2435e-03	 9685.78475	 0.18480	 9685.16836		 -0.43159
8	 86	 9686.158	 1.25780	 2.5887e-03	 2.3082e-03	 9686.07131	 -0.08625	 9685.94595		 -0.21161
8	 87	 9686.159	 1.45523	 2.7221e-03	 2.2565e-03	 9687.08784	 0.92890	 9685.66837		 -0.49057
8	 88	 9685.994	 1.35293	 2.6510e-03	 2.2791e-03	 9686.58781	 0.59380	 9685.82057		 -0.17343
8	 89	 9685.782	 1.31337	 2.6194e-03	 2.2856e-03	 9686.87338	 1.09145	 9685.74569		 -0.03624
8	 91	 9685.640	 1.20822	 2.5311e-03	 2.3027e-03	 9686.14236	 0.50201	 9685.34396		 -0.29639
8	 92	 9685.114	 1.33080	 2.6246e-03	 2.2751e-03	 9685.29901	 0.18541	 9684.66187		 -0.45173
8	 93	 9685.045	 1.36267	 2.6208e-03	 2.2451e-03	 9685.91233	 0.86763	 9685.05484		 0.01014
8	 94	 9685.637	 1.22467	 2.5974e-03	 2.3471e-03	 9685.51799	 -0.11941	 9685.17616		 -0.46123
8	 96	 9685.245	 1.34664	 2.6295e-03	 2.2659e-03	 9685.91874	 0.67408	 9685.01391		 -0.23076
8	 97	 9685.751	 1.39440	 2.7062e-03	 2.2918e-03	 9686.12812	 0.37761	 9685.27449		 -0.47601
8	 98	 9685.702	 1.22116	 2.5656e-03	 2.3217e-03	 9686.05437	 0.35220	 9685.07987		 -0.62231
8	 99	 9685.986	 1.32016	 2.6112e-03	 2.2726e-03	 9687.74965	 1.76395	 9685.74749		 -0.23822
