# FIT DURATION: 0.019
# RUN	 PULSE	 FULL FIT FREQ	 FULL FIT CHISQ	 FULL FIT RMS	 NOISE		 PHASE FREQ	 PHASE - FULL	 PHASE-FILT FREQ	 PHASE-FILT - FULL
8	 28	 9685.382	 1.09619	 2.4017e-03	 2.2939e-03	 9686.07436	 0.69206	 9685.38189		 -0.00041
8	 29	 9685.495	 1.18316	 2.4728e-03	 2.2733e-03	 9686.60707	 1.11197	 9686.21807		 0.72298
8	 31	 9685.451	 1.09852	 2.4009e-03	 2.2907e-03	 9686.58601	 1.13459	 9686.10332		 0.65190
8	 32	 9685.583	 1.12724	 2.4360e-03	 2.2944e-03	 9687.01699	 1.43359	 9687.20897		 1.62558
8	 33	 9685.428	 1.11985	 2.4072e-03	 2.2747e-03	 9687.53650	 2.10805	 9686.77238		 1.34393
8	 34	 9685.276	 1.18101	 2.4459e-03	 2.2507e-03	 9686.89766	 1.62195	 9685.89295		 0.61725
8	 36	 9685.637	 1.12170	 2.4310e-03	 2.2953e-03	 9686.93344	 1.29604	 9686.97652		 1.33912
8	 37	 9685.534	 1.16400	 2.4172e-03	 2.2405e-03	 9686.40121	 0.86686	 9686.34272		 0.80838
8	 38	 9685.479	 1.11955	 2.3947e-03	 2.2633e-03	 9686.47940	 1.00063	 9686.82008		 1.34131
8	 39	 9685.302	 1.13258	 2.4472e-03	 2.2995e-03	 9685.76065	 0.45850	 9685.46274		 0.16059
8	 41	 9685.268	 1.09206	 2.4069e-03	 2.3032e-03	 9686.44934	 1.18121	 9686.11469		 0.84655
8	 42	 9685.725	 1.08144	 2.4262e-03	 2.3330e-03	 9686.07801	 0.35339	 9686.14217		 0.41755
8	 43	 9685.250	 1.12817	 2.3873e-03	 2.2476e-03	 9685.64323	 0.39325	 9686.50474		 1.25476
8	 44	 9685.421	 1.16383	 2.4456e-03	 2.2670e-03	 9686.73523	 1.31375	 9686.65362		 1.23214
8	 46	 9685.831	 1.24003	 2.4478e-03	 2.1981e-03	 9687.23605	 1.40528	 9686.92826		 1.09750
8	 47	 9685.579	 1.15661	 2.4267e-03	 2.2565e-03	 9685.91696	 0.33784	 9686.49258		 0.91346
8	 48	 9685.512	 1.12417	 2.3866e-03	 2.2509e-03	 9685.39286	 -0.11910	 9685.70983		 0.19787
8	 49	 9685.271	 1.10748	 2.4601e-03	 2.3376e-03	 9685.78312	 0.51211	 9685.50602		 0.23501
8	 51	 9685.265	 1.19790	 2.4818e-03	 2.2676e-03	 9685.30843	 0.04349	 9685.63398		 0.36904
8	 52	 9685.734	 1.16416	 2.4480e-03	 2.2688e-03	 9687.24020	 1.50600	 9685.86729		 0.13309
8	 53	 9685.583	 1.12084	 2.4300e-03	 2.2953e-03	 9687.09970	 1.51701	 9686.28688		 0.70419
8	 54	 9685.451	 1.12948	 2.4077e-03	 2.2655e-03	 9685.17396	 -0.27711	 9685.09466		 -0.35641
8	 56	 9685.438	 1.12107	 2.4316e-03	 2.2966e-03	 9685.99632	 0.55861	 9685.79670		 0.35899
8	 57	 9685.521	 1.09220	 2.4253e-03	 2.3207e-03	 9687.10316	 1.58243	 9685.92811		 0.40738
8	 58	 9685.554	 1.03720	 2.3993e-03	 2.3559e-03	 9686.29853	 0.74459	 9686.11204		 0.55811
8	 59	 9685.365	 1.15334	 2.4313e-03	 2.2639e-03	 9686.42277	 1.05818	 9685.89536		 0.53077
8	 61	 9685.814	 1.16445	 2.4359e-03	 2.2574e-03	 9686.97441	 1.16073	 9687.01130		 1.19763
8	 62	 9685.725	 1.16633	 2.4060e-03	 2.2278e-03	 9687.22163	 1.49624	 9686.94940		 1.22401
8	 63	 9686.014	 1.18859	 2.4374e-03	 2.2357e-03	 9687.70661	 1.69241	 9686.36211		 0.34791
8	 64	 9685.290	 1.10776	 2.3676e-03	 2.2495e-03	 9685.26424	 -0.02567	 9685.85775		 0.56785
8	 66	 9685.398	 1.08987	 2.4532e-03	 2.3499e-03	 9686.32626	 0.92795	 9686.73178		 1.33347
8	 67	 9685.594	 1.13795	 2.3815e-03	 2.2325e-03	 9686.18262	 0.58820	 9686.42206		 0.82764
8	 68	 9685.058	 1.06871	 2.3979e-03	 2.3196e-03	 9676.73846	 -8.31974	 9685.94753		 0.88933
8	 69	 9685.784	 1.13191	 2.4373e-03	 2.2909e-03	 9687.03110	 1.24739	 9685.76344		 -0.02027
#8	 71	 9687.919	 3.99297	 2.3353e-03	 1.1687e-03	 11672.41624	 1984.49732	 12126.46654		 2438.54761
8	 72	 9685.865	 1.16000	 2.4681e-03	 2.2915e-03	 9686.57982	 0.71458	 9686.29153		 0.42629
8	 73	 9685.890	 1.12181	 2.4597e-03	 2.3224e-03	 9687.35097	 1.46107	 9686.28819		 0.39828
8	 74	 9685.552	 1.16962	 2.4562e-03	 2.2711e-03	 9686.94027	 1.38810	 9685.78355		 0.23138
8	 76	 9685.641	 1.15166	 2.4426e-03	 2.2761e-03	 9685.40960	 -0.23184	 9686.00292		 0.36148
8	 77	 9685.742	 1.10977	 2.4084e-03	 2.2862e-03	 9686.81688	 1.07520	 9686.40890		 0.66722
8	 78	 9685.296	 1.04985	 2.3862e-03	 2.3289e-03	 9684.81461	 -0.48171	 9685.47201		 0.17569
8	 79	 9685.839	 1.06616	 2.4308e-03	 2.3541e-03	 9685.38022	 -0.45844	 9686.65509		 0.81643
8	 81	 9685.560	 1.19860	 2.4607e-03	 2.2476e-03	 9685.22337	 -0.33705	 9685.77046		 0.21004
8	 82	 9685.414	 1.15313	 2.4517e-03	 2.2831e-03	 9686.85973	 1.44613	 9685.94370		 0.53010
8	 83	 9685.524	 1.18744	 2.4449e-03	 2.2437e-03	 9687.01714	 1.49310	 9686.77879		 1.25475
8	 84	 9685.458	 1.13763	 2.3929e-03	 2.2435e-03	 9686.42179	 0.96381	 9686.03839		 0.58041
8	 86	 9685.949	 1.07964	 2.3983e-03	 2.3082e-03	 9687.22377	 1.27488	 9686.86148		 0.91258
8	 87	 9685.831	 1.18413	 2.4555e-03	 2.2565e-03	 9686.91550	 1.08423	 9686.65812		 0.82685
8	 88	 9685.658	 1.12333	 2.4156e-03	 2.2791e-03	 9687.31096	 1.65306	 9685.69995		 0.04205
8	 89	 9685.722	 1.12029	 2.4192e-03	 2.2856e-03	 9686.92219	 1.20064	 9685.66494		 -0.05661
8	 91	 9685.596	 1.07909	 2.3920e-03	 2.3027e-03	 9686.26974	 0.67360	 9686.36756		 0.77142
8	 92	 9685.336	 1.14922	 2.4390e-03	 2.2751e-03	 9685.77220	 0.43660	 9685.67755		 0.34196
8	 93	 9685.289	 1.16248	 2.4206e-03	 2.2451e-03	 9686.38483	 1.09624	 9686.14402		 0.85543
8	 94	 9685.567	 1.08278	 2.4423e-03	 2.3471e-03	 9686.18860	 0.62113	 9686.57506		 1.00758
8	 96	 9685.463	 1.15584	 2.4361e-03	 2.2659e-03	 9685.81543	 0.35198	 9686.46840		 1.00495
8	 97	 9685.767	 1.18726	 2.4972e-03	 2.2918e-03	 9685.76436	 -0.00269	 9685.67123		 -0.09581
8	 98	 9685.584	 1.10055	 2.4357e-03	 2.3217e-03	 9686.36946	 0.78559	 9686.11224		 0.52837
8	 99	 9685.685	 1.14879	 2.4358e-03	 2.2726e-03	 9686.99688	 1.31196	 9686.19471		 0.50980
