# FIT DURATION: 0.009
# RUN	 PULSE	 FULL FIT FREQ	 FULL FIT CHISQ	 FULL FIT RMS	 NOISE		 PHASE FREQ	 PHASE - FULL	 PHASE-FILT FREQ	 PHASE-FILT - FULL
8	 18	 9685.261	 1.43622	 2.6825e-03	 2.2383e-03	 9685.43964	 0.17834	 9685.41244		 0.15114
8	 19	 9685.404	 1.23305	 2.5554e-03	 2.3013e-03	 9685.63286	 0.22878	 9685.87637		 0.47228
8	 21	 9685.480	 1.31815	 2.5935e-03	 2.2589e-03	 9685.81054	 0.33060	 9685.60267		 0.12273
8	 22	 9685.655	 1.23255	 2.5643e-03	 2.3098e-03	 9685.76835	 0.11348	 9685.46941		 -0.18546
8	 23	 9685.153	 1.25006	 2.5548e-03	 2.2850e-03	 9685.35646	 0.20325	 9685.25033		 0.09711
8	 24	 9685.017	 1.18240	 2.5149e-03	 2.3128e-03	 9685.53922	 0.52224	 9685.24893		 0.23195
8	 26	 9685.279	 1.37552	 2.6412e-03	 2.2520e-03	 9685.76253	 0.48376	 9685.40430		 0.12554
8	 27	 9685.967	 1.40269	 2.6417e-03	 2.2305e-03	 9686.72779	 0.76033	 9686.25773		 0.29028
8	 28	 9685.385	 1.22565	 2.5395e-03	 2.2939e-03	 9685.66818	 0.28308	 9685.21110		 -0.17401
8	 29	 9685.255	 1.34316	 2.6347e-03	 2.2733e-03	 9685.81810	 0.56278	 9685.19695		 -0.05838
8	 31	 9685.436	 1.20845	 2.5181e-03	 2.2907e-03	 9685.79675	 0.36036	 9685.35269		 -0.08370
8	 32	 9685.532	 1.32118	 2.6373e-03	 2.2944e-03	 9686.74101	 1.20927	 9685.71048		 0.17874
8	 33	 9685.252	 1.28879	 2.5823e-03	 2.2747e-03	 9685.54629	 0.29397	 9685.07139		 -0.18093
8	 34	 9685.219	 1.32361	 2.5894e-03	 2.2507e-03	 9685.38720	 0.16828	 9685.09549		 -0.12343
8	 36	 9685.539	 1.29716	 2.6142e-03	 2.2953e-03	 9686.11344	 0.57448	 9685.91681		 0.37784
8	 37	 9685.194	 1.38198	 2.6339e-03	 2.2405e-03	 9685.97002	 0.77638	 9685.16113		 -0.03251
8	 38	 9685.379	 1.32790	 2.6081e-03	 2.2633e-03	 9685.65773	 0.27838	 9685.57524		 0.19589
8	 39	 9685.497	 1.34982	 2.6716e-03	 2.2995e-03	 9685.71919	 0.22195	 9685.43332		 -0.06392
8	 41	 9685.224	 1.27230	 2.5979e-03	 2.3032e-03	 9685.76228	 0.53837	 9685.01934		 -0.20457
8	 42	 9685.738	 1.22628	 2.5835e-03	 2.3330e-03	 9686.33722	 0.59873	 9685.63132		 -0.10717
8	 43	 9685.157	 1.31397	 2.5764e-03	 2.2476e-03	 9685.36056	 0.20324	 9685.38403		 0.22672
8	 44	 9685.372	 1.34932	 2.6333e-03	 2.2670e-03	 9685.63412	 0.26195	 9685.56144		 0.18926
8	 46	 9685.695	 1.41919	 2.6186e-03	 2.1981e-03	 9686.20249	 0.50711	 9685.92639		 0.23102
8	 47	 9685.667	 1.36844	 2.6396e-03	 2.2565e-03	 9685.82945	 0.16270	 9685.38833		 -0.27842
8	 48	 9685.319	 1.25042	 2.5170e-03	 2.2509e-03	 9686.02308	 0.70398	 9685.63626		 0.31717
8	 49	 9685.050	 1.28821	 2.6532e-03	 2.3376e-03	 9685.94218	 0.89212	 9685.38394		 0.33388
8	 51	 9685.211	 1.38393	 2.6676e-03	 2.2676e-03	 9685.26741	 0.05682	 9685.43361		 0.22303
8	 52	 9685.750	 1.34632	 2.6325e-03	 2.2688e-03	 9686.53740	 0.78776	 9685.95899		 0.20935
8	 53	 9685.657	 1.29140	 2.6084e-03	 2.2953e-03	 9686.10203	 0.44468	 9685.65531		 -0.00203
8	 54	 9685.268	 1.29038	 2.5735e-03	 2.2655e-03	 9685.72598	 0.45828	 9685.48204		 0.21434
8	 56	 9685.096	 1.36807	 2.6862e-03	 2.2966e-03	 9685.68813	 0.59228	 9685.42363		 0.32778
8	 57	 9685.251	 1.28433	 2.6300e-03	 2.3207e-03	 9685.65308	 0.40216	 9685.28026		 0.02934
8	 58	 9685.630	 1.18137	 2.5606e-03	 2.3559e-03	 9686.11935	 0.48901	 9685.60206		 -0.02829
8	 59	 9685.299	 1.30046	 2.5817e-03	 2.2639e-03	 9685.57260	 0.27331	 9685.45917		 0.15989
8	 61	 9685.720	 1.32818	 2.6015e-03	 2.2574e-03	 9686.30227	 0.58206	 9685.85156		 0.13135
8	 62	 9685.807	 1.34748	 2.5861e-03	 2.2278e-03	 9686.45156	 0.64449	 9685.88189		 0.07482
8	 63	 9686.213	 1.35059	 2.5982e-03	 2.2357e-03	 9686.81203	 0.59858	 9686.52406		 0.31060
8	 64	 9685.180	 1.26844	 2.5335e-03	 2.2495e-03	 9685.88384	 0.70345	 9685.61180		 0.43141
8	 66	 9685.344	 1.20753	 2.5822e-03	 2.3499e-03	 9685.98089	 0.63662	 9685.41555		 0.07128
8	 67	 9685.892	 1.27382	 2.5196e-03	 2.2325e-03	 9686.08110	 0.18886	 9685.73099		 -0.16125
8	 68	 9685.000	 1.18937	 2.5297e-03	 2.3196e-03	 9685.18871	 0.18919	 9685.11931		 0.11980
8	 69	 9685.571	 1.36568	 2.6772e-03	 2.2909e-03	 9687.10663	 1.53582	 9685.87915		 0.30835
#8	 71	 9689.801	 3.62203	 2.2242e-03	 1.1687e-03	 9496.48567	 -193.31541	 8437.94111		 -1251.85998
8	 72	 9685.653	 1.36260	 2.6749e-03	 2.2915e-03	 9686.83648	 1.18303	 9686.08110		 0.42766
8	 73	 9685.589	 1.32637	 2.6746e-03	 2.3224e-03	 9686.02257	 0.43398	 9686.05834		 0.46974
8	 74	 9685.520	 1.50320	 2.7845e-03	 2.2711e-03	 9686.25195	 0.73239	 9685.98174		 0.46218
8	 76	 9685.736	 1.34131	 2.6361e-03	 2.2761e-03	 9687.19003	 1.45401	 9685.68310		 -0.05292
8	 77	 9685.575	 1.26581	 2.5722e-03	 2.2862e-03	 9686.21456	 0.64002	 9685.75238		 0.17784
8	 78	 9685.084	 1.18427	 2.5344e-03	 2.3289e-03	 9685.38811	 0.30362	 9684.75493		 -0.32956
8	 79	 9685.627	 1.21490	 2.5948e-03	 2.3541e-03	 9685.95933	 0.33225	 9685.76103		 0.13395
8	 81	 9685.449	 1.38101	 2.6413e-03	 2.2476e-03	 9685.92828	 0.47920	 9685.54560		 0.09653
8	 82	 9685.509	 1.33846	 2.6414e-03	 2.2831e-03	 9685.84012	 0.33142	 9685.53972		 0.03102
8	 83	 9685.462	 1.38035	 2.6360e-03	 2.2437e-03	 9685.92943	 0.46751	 9685.51288		 0.05096
8	 84	 9685.354	 1.28314	 2.5413e-03	 2.2435e-03	 9685.70652	 0.35219	 9685.59173		 0.23740
8	 86	 9685.938	 1.24436	 2.5748e-03	 2.3082e-03	 9686.18861	 0.25046	 9686.06612		 0.12798
8	 87	 9685.860	 1.46362	 2.7300e-03	 2.2565e-03	 9686.44204	 0.58217	 9685.74855		 -0.11132
8	 88	 9685.877	 1.30433	 2.6030e-03	 2.2791e-03	 9686.42283	 0.54591	 9685.73478		 -0.14214
8	 89	 9685.661	 1.27495	 2.5808e-03	 2.2856e-03	 9686.33421	 0.67313	 9685.85844		 0.19736
8	 91	 9685.596	 1.29358	 2.6190e-03	 2.3027e-03	 9686.13535	 0.53901	 9685.64910		 0.05276
8	 92	 9685.128	 1.34913	 2.6426e-03	 2.2751e-03	 9685.59113	 0.46362	 9685.50919		 0.38167
8	 93	 9685.091	 1.34546	 2.6042e-03	 2.2451e-03	 9685.36978	 0.27902	 9685.15098		 0.06023
8	 94	 9685.488	 1.25034	 2.6245e-03	 2.3471e-03	 9685.86036	 0.37227	 9685.75546		 0.26737
8	 96	 9685.331	 1.33264	 2.6158e-03	 2.2659e-03	 9686.18299	 0.85210	 9685.66457		 0.33368
8	 97	 9685.738	 1.35550	 2.6682e-03	 2.2918e-03	 9685.89474	 0.15675	 9685.84733		 0.10934
8	 98	 9685.612	 1.26246	 2.6087e-03	 2.3217e-03	 9686.07930	 0.46730	 9685.92767		 0.31567
8	 99	 9685.600	 1.30700	 2.5982e-03	 2.2726e-03	 9687.13625	 1.53587	 9685.73039		 0.13001
