# FIT DURATION: 0.021
# RUN	 PULSE	 FULL FIT FREQ	 FULL FIT CHISQ	 FULL FIT RMS	 NOISE		 PHASE FREQ	 PHASE - FULL	 PHASE-FILT FREQ	 PHASE-FILT - FULL
8	 19	 9685.536	 1.11057	 2.4252e-03	 2.3013e-03	 9687.57913	 2.04328	 9686.15511		 0.61927
8	 21	 9685.473	 1.17155	 2.4450e-03	 2.2589e-03	 9688.42438	 2.95090	 9686.19456		 0.72108
8	 22	 9685.686	 1.06055	 2.3787e-03	 2.3098e-03	 9687.31571	 1.62992	 9686.10050		 0.41471
8	 23	 9685.348	 1.09710	 2.3934e-03	 2.2850e-03	 9687.16066	 1.81243	 9686.70941		 1.36118
8	 24	 9685.261	 1.05187	 2.3720e-03	 2.3128e-03	 9678.53217	 -6.72865	 9685.61748		 0.35666
8	 26	 9685.441	 1.18698	 2.4535e-03	 2.2520e-03	 9686.54171	 1.10026	 9685.30894		 -0.13251
8	 27	 9685.904	 1.18968	 2.4329e-03	 2.2305e-03	 9680.86069	 -5.04370	 9686.31948		 0.41509
8	 28	 9685.439	 1.07250	 2.3756e-03	 2.2939e-03	 9686.86996	 1.43097	 9686.65575		 1.21676
8	 29	 9685.544	 1.17480	 2.4640e-03	 2.2733e-03	 9689.06589	 3.52164	 9685.68733		 0.14308
8	 31	 9685.461	 1.13155	 2.4367e-03	 2.2907e-03	 9686.14593	 0.68511	 9685.78811		 0.32729
8	 32	 9685.671	 1.12067	 2.4289e-03	 2.2944e-03	 9688.66661	 2.99585	 9687.77538		 2.10463
8	 33	 9685.500	 1.11910	 2.4064e-03	 2.2747e-03	 9688.33729	 2.83694	 9686.92031		 1.41996
8	 34	 9685.328	 1.17346	 2.4381e-03	 2.2507e-03	 9688.30391	 2.97560	 9686.35531		 1.02700
8	 36	 9685.703	 1.10614	 2.4141e-03	 2.2953e-03	 9689.55750	 3.85405	 9687.96007		 2.25662
8	 37	 9685.615	 1.14897	 2.4016e-03	 2.2405e-03	 9688.36373	 2.74866	 9687.27634		 1.66126
8	 38	 9685.517	 1.11294	 2.3876e-03	 2.2633e-03	 9685.98688	 0.47027	 9686.26576		 0.74915
8	 39	 9685.317	 1.11238	 2.4253e-03	 2.2995e-03	 9686.82220	 1.50557	 9685.77559		 0.45896
8	 41	 9685.346	 1.07674	 2.3899e-03	 2.3032e-03	 9687.85212	 2.50641	 9686.10093		 0.75522
8	 42	 9685.740	 1.07228	 2.4159e-03	 2.3330e-03	 9687.31790	 1.57767	 9686.03067		 0.29044
8	 43	 9685.282	 1.11584	 2.3742e-03	 2.2476e-03	 9687.68853	 2.40661	 9685.97905		 0.69712
8	 44	 9685.461	 1.11901	 2.3981e-03	 2.2670e-03	 9687.58319	 2.12241	 9685.98473		 0.52395
8	 46	 9685.905	 1.23789	 2.4457e-03	 2.1981e-03	 9688.80275	 2.89765	 9686.67796		 0.77286
8	 47	 9685.590	 1.14213	 2.4115e-03	 2.2565e-03	 9686.85864	 1.26829	 9685.37397		 -0.21638
8	 48	 9685.526	 1.11028	 2.3718e-03	 2.2509e-03	 9685.56783	 0.04135	 9685.76371		 0.23724
8	 49	 9685.291	 1.10480	 2.4571e-03	 2.3376e-03	 9686.86102	 1.56992	 9685.80261		 0.51151
8	 51	 9685.318	 1.19117	 2.4749e-03	 2.2676e-03	 9687.43047	 2.11223	 9686.15229		 0.83405
8	 52	 9685.732	 1.14509	 2.4278e-03	 2.2688e-03	 9686.75000	 1.01773	 9686.37724		 0.64497
8	 53	 9685.604	 1.11557	 2.4243e-03	 2.2953e-03	 9687.77582	 2.17221	 9685.85184		 0.24823
8	 54	 9685.454	 1.11762	 2.3950e-03	 2.2655e-03	 9687.64785	 2.19430	 9686.13376		 0.68021
8	 56	 9685.457	 1.10581	 2.4150e-03	 2.2966e-03	 9686.81158	 1.35414	 9685.65054		 0.19310
8	 57	 9685.557	 1.07161	 2.4024e-03	 2.3207e-03	 9688.10451	 2.54790	 9686.37803		 0.82142
8	 58	 9685.563	 1.02206	 2.3817e-03	 2.3559e-03	 9685.05621	 -0.50707	 9687.00113		 1.43785
8	 59	 9685.393	 1.14914	 2.4269e-03	 2.2639e-03	 9686.54790	 1.15515	 9685.48119		 0.08844
8	 61	 9685.856	 1.14864	 2.4193e-03	 2.2574e-03	 9688.41223	 2.55656	 9686.86474		 1.00906
8	 62	 9685.801	 1.14345	 2.3823e-03	 2.2278e-03	 9688.45903	 2.65765	 9686.74849		 0.94711
8	 63	 9686.034	 1.17220	 2.4205e-03	 2.2357e-03	 9687.84919	 1.81545	 9686.36108		 0.32734
8	 64	 9685.325	 1.09972	 2.3590e-03	 2.2495e-03	 9686.58827	 1.26337	 9685.64020		 0.31529
8	 66	 9685.420	 1.07617	 2.4377e-03	 2.3499e-03	 9687.03530	 1.61542	 9685.52605		 0.10617
8	 67	 9685.621	 1.12304	 2.3658e-03	 2.2325e-03	 9687.71572	 2.09481	 9686.13605		 0.51515
8	 68	 9685.110	 1.04930	 2.3760e-03	 2.3196e-03	 9686.75463	 1.64468	 9686.59364		 1.48369
8	 69	 9685.801	 1.10623	 2.4095e-03	 2.2909e-03	 9687.23523	 1.43442	 9685.94331		 0.14250
#8	 71	 9679.524	 4.07676	 2.3597e-03	 1.1687e-03	 12308.33754	 2628.81309	 14760.79849		 5081.27404
8	 72	 9685.895	 1.14180	 2.4486e-03	 2.2915e-03	 9687.18971	 1.29448	 9686.00566		 0.11043
8	 73	 9685.913	 1.10727	 2.4437e-03	 2.3224e-03	 9687.45064	 1.53741	 9686.79732		 0.88408
8	 74	 9685.562	 1.15385	 2.4396e-03	 2.2711e-03	 9688.74363	 3.18211	 9686.05171		 0.49019
8	 76	 9685.663	 1.13961	 2.4298e-03	 2.2761e-03	 9687.05616	 1.39322	 9686.03140		 0.36845
8	 77	 9685.762	 1.10423	 2.4024e-03	 2.2862e-03	 9686.01014	 0.24830	 9686.08198		 0.32015
8	 78	 9685.346	 1.05686	 2.3942e-03	 2.3289e-03	 9687.83882	 2.49328	 9686.87096		 1.52542
8	 79	 9685.889	 1.05108	 2.4135e-03	 2.3541e-03	 9685.86185	 -0.02678	 9685.73324		 -0.15538
8	 81	 9685.573	 1.18023	 2.4417e-03	 2.2476e-03	 9686.83004	 1.25677	 9685.83419		 0.26092
8	 82	 9685.482	 1.14302	 2.4409e-03	 2.2831e-03	 9668.33414	 -17.14780	 9686.43772		 0.95578
8	 83	 9685.570	 1.16769	 2.4245e-03	 2.2437e-03	 9687.82135	 2.25124	 9686.22763		 0.65752
8	 84	 9685.494	 1.11624	 2.3703e-03	 2.2435e-03	 9688.35979	 2.86559	 9686.23725		 0.74304
8	 86	 9685.996	 1.05931	 2.3756e-03	 2.3082e-03	 9689.09533	 3.09982	 9686.41977		 0.42426
8	 87	 9685.888	 1.17715	 2.4483e-03	 2.2565e-03	 9683.89788	 -1.98972	 9687.32656		 1.43896
8	 88	 9685.707	 1.10132	 2.3918e-03	 2.2791e-03	 9686.58669	 0.87980	 9686.36806		 0.66117
8	 89	 9685.717	 1.11747	 2.4162e-03	 2.2856e-03	 9686.41261	 0.69602	 9686.11103		 0.39443
8	 91	 9685.606	 1.06029	 2.3711e-03	 2.3027e-03	 9686.48894	 0.88333	 9685.48872		 -0.11689
8	 92	 9685.394	 1.14343	 2.4328e-03	 2.2751e-03	 9686.66330	 1.26910	 9686.66898		 1.27478
8	 93	 9685.316	 1.15068	 2.4083e-03	 2.2451e-03	 9687.77504	 2.45927	 9685.49145		 0.17568
8	 94	 9685.596	 1.06683	 2.4243e-03	 2.3471e-03	 9686.73251	 1.13698	 9685.46969		 -0.12583
8	 96	 9685.473	 1.12561	 2.4040e-03	 2.2659e-03	 9686.35704	 0.88410	 9685.70723		 0.23429
8	 97	 9685.755	 1.17270	 2.4818e-03	 2.2918e-03	 9688.23895	 2.48375	 9686.07569		 0.32049
8	 98	 9685.620	 1.10327	 2.4387e-03	 2.3217e-03	 9688.60825	 2.98834	 9686.06782		 0.44791
8	 99	 9685.712	 1.13454	 2.4207e-03	 2.2726e-03	 9688.08959	 2.37738	 9686.43552		 0.72332
