21382.9952023 1.38134103319 0.00152789605212 12.7423632677 283.984556794 1 # ((Model(envelope3_func) * Model(harmonics5_func)) + Model(offset_func))
21382.9962737 1.40188933081 0.00153921829806 12.4030774244 280.196735828 1 # ((Model(envelope3_func) * Model(harmonics5_func)) + Model(offset_func))
21382.8288132 1.36678710954 0.00151982571867 12.8785944877 285.403385631 1 # ((Model(envelope3_func) * Model(harmonics5_func)) + Model(offset_func))
21383.1571798 1.4065088123 0.00154175221511 12.2909610554 278.480373898 2 # ((Model(envelope3_func) * Model(harmonics4_func)) + Model(offset_func))
21383.0935904 1.45032067637 0.00156558038537 12.3037060124 269.819392929 1 # ((Model(envelope3_func) * Model(harmonics5_func)) + Model(offset_func))
21382.8767873 1.41262075902 0.00154509840552 12.6514871393 280.791129637 1 # ((Model(envelope3_func) * Model(harmonics5_func)) + Model(offset_func))
21382.6568213 1.31118382683 0.00148859016097 12.0805951487 282.065473472 1 # ((Model(envelope3_func) * Model(harmonics5_func)) + Model(offset_func))
21382.942428 1.43924279435 0.001559589793 12.5780529434 287.731222502 2 # ((Model(envelope3_func) * Model(harmonics4_func)) + Model(offset_func))
21383.1854991 1.61192532167 0.0016505010735 12.2078188773 274.462907757 2 # ((Model(envelope3_func) * Model(harmonics4_func)) + Model(offset_func))
21382.8496025 1.48365818052 0.00158347160539 12.3833818491 284.433815421 2 # ((Model(envelope3_func) * Model(harmonics4_func)) + Model(offset_func))
21382.8834747 1.45037102926 0.0015656075624 12.4937722109 275.259709577 1 # ((Model(envelope3_func) * Model(harmonics5_func)) + Model(offset_func))
21382.8395841 1.4486576274 0.00156468252061 12.3583852833 279.19139442 2 # ((Model(envelope3_func) * Model(harmonics4_func)) + Model(offset_func))
21383.0597765 1.50427638366 0.00159443629173 12.3346102704 276.699800404 2 # ((Model(envelope3_func) * Model(harmonics4_func)) + Model(offset_func))
21382.9393491 1.45695718599 0.00156915825981 12.2661736575 286.17413115 2 # ((Model(envelope3_func) * Model(harmonics4_func)) + Model(offset_func))
21382.7369088 1.38102597958 0.00152772180239 12.5177303827 280.306521807 2 # ((Model(envelope3_func) * Model(harmonics4_func)) + Model(offset_func))
21383.1517725 1.21123478254 0.00143072945818 12.6955004291 280.147012596 1 # ((Model(envelope3_func) * Model(harmonics5_func)) + Model(offset_func))
21382.8372131 1.54627353062 0.00161654021501 12.738416801 280.944212138 1 # ((Model(envelope3_func) * Model(harmonics5_func)) + Model(offset_func))
21382.7957685 1.35720005631 0.00151448608286 12.4369631124 275.96655994 2 # ((Model(envelope3_func) * Model(harmonics4_func)) + Model(offset_func))
21382.8016192 1.37411222153 0.00152389292747 12.8770238316 284.191269019 1 # ((Model(envelope3_func) * Model(harmonics5_func)) + Model(offset_func))
21383.1530723 1.41940812753 0.00154880590634 12.4629257007 279.245711465 1 # ((Model(envelope3_func) * Model(harmonics5_func)) + Model(offset_func))
21382.9331373 1.37715140589 0.00152557722714 12.2768637122 281.505656029 3 # ((Model(envelope3_func) * Model(harmonics4_func)) + Model(offset_func))
21383.0410457 1.4071673404 0.00154211309743 12.7382395587 281.548796417 1 # ((Model(envelope3_func) * Model(harmonics5_func)) + Model(offset_func))
21382.8012099 1.39780287102 0.00153697327629 12.0223516626 272.106556891 2 # ((Model(envelope3_func) * Model(harmonics4_func)) + Model(offset_func))
